arm_index,attack_rate
0,0.020233812949640294
0,0.022102425876010773
0,0.02196634189548272
0,0.02380952380952382
0,0.021206743566992002
0,0.023270440251572332
0,0.02646017699115044
0,0.02048085485307213
0,0.02060123784261713
0,0.02598920863309352
0,0.020751341681574238
0,0.02072630646589901
0,0.02065894924309885
0,0.023928571428571438
0,0.027452745274527447
0,0.02266187050359712
0,0.02365591397849463
0,0.022429078014184416
0,0.02262969588550983
0,0.022981366459627332
0,0.02173913043478261
0,0.022281167108753292
0,0.021141837644959856
0,0.02333931777378814
0,0.02345568487018802
0,0.02218278615794144
0,0.021492007104795742
0,0.025965858041329733
0,0.023166368515205718
0,0.02041181736794987
0,0.023207885304659497
0,0.019107142857142854
0,0.021402877697841733
0,0.01967654986522911
0,0.021657754010695217
0,0.019769503546099278
0,0.01897940913160252
0,0.02214348981399468
0,0.023889875666074617
0,0.017584369449378332
0,0.020503597122302153
0,0.02169216921692169
0,0.02471213463241806
0,0.02551477170993735
0,0.027223719676549858
0,0.01789848619768478
0,0.02271914132379249
0,0.025899280575539557
0,0.02413178984861977
0,0.022412241224122408
0,0.023270440251572332
0,0.021201413427561856
0,0.02200532386867791
0,0.0204626334519573
0,0.02452830188679246
0,0.02642857142857142
0,0.021626452189454862
0,0.019213583556747092
0,0.01983985765124555
0,0.02106210621062106
0,0.02302922940655447
0,0.021187943262411357
0,0.02264150943396227
0,0.027060931899641576
0,0.026198934280639442
0,0.02493249324932493
0,0.016415261756876638
0,0.02053097345132744
0,0.02137745974955277
0,0.02393238434163702
0,0.02378426171529616
0,0.022142214221422138
0,0.02267493356953055
0,0.023513753327417914
0,0.018639575971731437
0,0.02434860736747529
0,0.025288376220053234
0,0.023582358235823577
0,0.02128975265017668
0,0.01729055258467025
0,0.02153708668453977
0,0.030115146147032767
0,0.02446236559139784
0,0.02524619516562222
0,0.02721575649059984
0,0.02400354295837024
0,0.026090828138913613
0,0.01975199291408326
0,0.021653189577717877
0,0.02376237623762376
0,0.02371225577264655
0,0.021326164874551974
0,0.024489795918367342
0,0.021657754010695213
0,0.021839080459770087
0,0.022241992882562282
0,0.024049513704686103
0,0.026273458445040188
0,0.022023276633840662
0,0.02132024977698483
0,0.0256637168141593
0,0.02292035398230089
0,0.023818019625334513
0,0.02333931777378814
0,0.02085944494180842
0,0.021289752650176668
0,0.023681858802502228
0,0.02243989314336598
0,0.023366159355416312
0,0.025465838509316774
0,0.022052205220522047
0,0.02042628774422734
0,0.023144876325088343
0,0.02086648983200704
0,0.022153024911032028
0,0.026702508960573485
0,0.02256913470115968
0,0.02124212421242124
0,0.0198019801980198
0,0.02094474153297684
0,0.029744042365401596
0,0.0250671441360788
0,0.019964349376114097
0,0.028520814880425148
0,0.02327433628318585
0,0.0177304964539007
0,0.02401433691756272
0,0.0237967914438503
0,0.027120141342756178
0,0.02364924712134631
0,0.025539568345323737
0,0.02065894924309885
0,0.0234194122885129
0,0.02343059239610962
0,0.022727272727272752
0,0.02374999999999998
0,0.02309758281110117
0,0.022824156305506195
0,0.01702508960573478
0,0.02147349505840073
0,0.01929203539823008
0,0.02345568487018802
0,0.024190647482014393
0,0.02557932263814619
0,0.01971706454465073
0,0.021832884097035044
0,0.021580817051509778
0,0.01916592724046138
0,0.022123104371097237
0,0.021657754010695217
0,0.021762589928057536
0,0.01882247992863514
0,0.02634408602150537
0,0.027094474153297722
0,0.0217741935483871
0,0.02211280214861237
0,0.02012522361359569
0,0.02015915119363392
0,0.02276350752878652
0,0.02578055307760929
0,0.027151730257320324
0,0.02172751558325911
0,0.02433628318584069
0,0.02354521038495972
0,0.02336028751123092
0,0.02228212039532794
0,0.024731182795698928
0,0.019857524487978617
0,0.0244916003536693
0,0.02025089605734768
0,0.02415329768270947
0,0.02511170688114388
0,0.02158786797502228
0,0.024482448244824477
0,0.02555260831122898
0,0.018149466192170817
0,0.02377122430741735
0,0.023534635879218467
0,0.025112511251125107
0,0.023763250883392217
0,0.0232949512843224
0,0.01998215878679749
0,0.02367236723672367
0,0.02186379928315412
0,0.02209302325581396
0,0.022461814914645117
0,0.019397697077059343
0,0.02084078711985691
0,0.0279646017699115
0,0.02165318957771788
0,0.0238819320214669
0,0.01955752212389379
0,0.020692717584369438
0,0.021964285714285707
0,0.026179875333926978
0,0.02404614019520852
0,0.023028673835125447
0,0.019734513274336292
0,0.02284172661870504
0,0.02264653641207815
0,0.021903052064631952
0,0.021719858156028372
0,0.023138297872340417
0,0.02539964476021315
0,0.02209302325581395
0,0.02288512911843276
0,0.02254025044722719
0,0.023957409050576754
0,0.022429078014184402
0,0.02102473498233217
0,0.021010638297872346
0,0.02151215121512151
0,0.019626998223801068
0,0.025620567375886527
0,0.02368185880250224
0,0.021326164874551978
0,0.022320637732506633
0,0.02412868632707775
0,0.02053571428571428
0,0.021530249110320282
0,0.019481680071492403
0,0.024199288256227757
0,0.023885918003565078
0,0.02237076648841358
0,0.01973214285714286
0,0.02204301075268818
0,0.023893805309734513
0,0.0216021602160216
0,0.01942703670546107
0,0.023083778966131917
0,0.022629695885509858
0,0.02420494699646641
0,0.0239964317573595
0,0.024236983842010763
0,0.02168458781362007
0,0.02350845948352626
0,0.02686433063791554
0,0.02227151730257321
0,0.02457852706299911
0,0.02243074173369078
0,0.02284172661870503
0,0.023686553873552972
0,0.0224977856510186
0,0.025800711743772242
0,0.01952296819787987
0,0.01923758865248226
0,0.020305480682839196
0,0.026504941599281222
0,0.0244879786286732
0,0.020744680851063842
0,0.02077338129496405
0,0.02634836427939875
0,0.025742574257425745
0,0.022429078014184388
0,0.022172351885098748
0,0.023226950354609942
0,0.02355040142729707
0,0.02321428571428571
0,0.0229669347631814
0,0.0267080745341615
0,0.0196588868940754
0,0.024734042553191494
0,0.021301247771836042
0,0.023330365093499554
0,0.020517395182872426
0,0.02339857651245552
0,0.01987466427931961
0,0.017683465959327998
0,0.019186560565870876
0,0.022947925860547218
0,0.026595744680851068
0,0.024598930481283438
0,0.021836007130124797
0,0.022052205220522047
0,0.02502250225022502
0,0.024212421242124207
0,0.02012466607301871
0,0.02647058823529414
0,0.02159292035398228
0,0.02019486271036313
0,0.023801065719360567
0,0.023193577163247096
0,0.023566308243727612
0,0.0245349867139061
0,0.021723518850987424
0,0.02491071428571428
0,0.02452999104744854
0,0.02526501766784453
0,0.022540250447227177
0,0.02055406613047363
0,0.023220640569394997
0,0.019607843137254933
0,0.02019660411081322
0,0.019499105545617162
0,0.02484472049689441
0,0.01706881143878464
0,0.024756852343059223
0,0.02092609082813891
0,0.021638468388245773
0,0.02256637168141592
0,0.02230151650312222
0,0.026063829787234045
0,0.023166368515205732
0,0.022707034728406062
0,0.020335985853227222
0,0.01971326164874553
0,0.02101063829787235
0,0.021715817694369997
0,0.02160714285714286
0,0.02204301075268817
0,0.020232766338406448
0,0.02529252925292529
0,0.02444046553267683
0,0.020936395759717306
0,0.024600355239786882
0,0.023207885304659483
0,0.02101967799642218
0,0.02524531668153434
0,0.020413669064748185
0,0.021942446043165458
0,0.022606382978723392
0,0.019162210338680936
0,0.01953405017921148
0,0.02323503127792672
0,0.025134168157423975
0,0.021206743566992012
0,0.020803571428571414
0,0.017667844522968212
0,0.02374100719424463
0,0.02373782108060228
0,0.022528940338379343
0,0.025752212389380517
0,0.021403197158081706
0,0.022831858407079648
0,0.013559322033898268
0,0.024977698483496867
0,0.0256913470115968
0,0.02334525939177102
0,0.019802867383512564
0,0.02099644128113877
0,0.02328278322925958
0,0.02322064056939502
0,0.02192749778956676
0,0.0232142857142857
0,0.021447721179624683
0,0.025852782764811476
0,0.021936056838365903
0,0.020178571428571417
0,0.024336283185840708
0,0.020726306465899007
0,0.0220053238686779
